Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
Jodorowsky's Dune,nan,Frank Pavich,"['Alejandro Jodorowsky', 'H. R. Giger', 'Brontis Jodorowsky', 'Nicolas Winding Refn', 'Amanda Lear', 'Richard Stanley', 'Devin Faraci', 'Michel Seydoux', 'Chris Foss', 'Drew McWeeny', 'Gary Kurtz', ""Diane O'Bannon"", 'Jean-Paul Gibon', 'Jean-Pierre Vignau', ""Dan O'Bannon"", 'Orson Welles', 'David Carradine', 'Salvador Dalí', 'Jean Giraud', 'Douglas Trumbull']",3.96,nan,['Documentary'],90,"['France', 'USA']",English,"['English', 'Spanish', 'French', 'German']","Shot in France, England, Switzerland and the United States, this documentary covers director Alejandro Jodorowsky (El Topo, Holy Mountain, Santa Sangre) and his 1974 Quixotic attempt to adapt the seminal sci-fi novel Dune into a feature film. After spending 2 years and millions of dollars, the massive undertaking eventually fell apart, but the artists Jodorowsky assembled for the legendary project continued to work together. This group of artists, or his “warriors” as Jodorowsky named them, went on to define modern sci-fi cinema with such films as Alien, Blade Runner, Star Wars and Total Recall.","['Snowfort Pictures', 'Caméra One', 'Endless Picnic']",85388,16745,25616,188,115,209,236,911,1364,6825,10830,22506,6815,6696,56507,https://letterboxd.com/film/jodorowskys-dune/
Get Out,nan,Jordan Peele,"['Daniel Kaluuya', 'Allison Williams', 'Catherine Keener', 'Bradley Whitford', 'Caleb Landry Jones', 'Marcus Henderson', 'Betty Gabriel', 'LaKeith Stanfield', 'Stephen Root', 'Lil Rel Howery', 'Ashley LeConte Campbell', 'John Wilmot', 'Caren L. Larkey', 'Julie Ann Doan', 'Rutherford Cravens', 'Geraldine Singer', 'Yasuhiko Oyama', 'Richard Herd', 'Erika Alexander', 'Jeronimo Spinx', 'Ian Casselberry', 'Trey Burvant', 'John Donohue', 'Sean Paul Braud', 'Zailand Adams', 'Keegan-Michael Key', 'Jordan Peele', 'Evan Shafran', 'Tahj Vaughans']",4.15,4.0,"['Horror', 'Mystery', 'Thriller']",104,['USA'],English,['English'],"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.","['Monkeypaw Productions', 'Blumhouse Productions', 'QC Entertainment']",4376009,454087,1867622,33000,3464,10251,6173,42131,39569,272655,307265,1027066,469619,943393,3121586,https://letterboxd.com/film/get-out-2017/
Lawrence of Arabia,nan,David Lean,"[""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn', 'Jack Hawkins', 'Omar Sharif', 'José Ferrer', 'Anthony Quayle', 'Claude Rains', 'Arthur Kennedy', 'Donald Wolfit', 'I.S. Johar', 'Gamil Ratib', 'Michel Ray', 'John Dimech', 'Zia Mohyeddin', 'Howard Marion-Crawford', 'Jack Gwillim', 'Hugh Miller', 'John Barry', 'Bruce Beeby', 'Fred Bennett', 'John Bennett', 'Steve Birtles', 'Robert Bolt', 'Peter Burton', 'J.R.M. Chapman', 'Barbara Cole', 'Basil Dignam', 'Peter Dukelow', 'Mohamed El Habachi', 'Kenneth Fortescue', 'Harry Fowler', 'James Hayter', 'Jack Hedley', 'Rafael Hernández', 'Noel Howlett', 'Patrick Kavanagh', 'David Lean', 'Ian MacNaughton', 'Clive Morton', 'Daniel Moynihan', 'Henry Oscar', 'George Plimpton', 'Bryan Pringle', 'Ernie Rice', 'Robert Rietti', 'John Robinson', 'Norman Rossington', 'John Ruddock', 'Fernando Sancho', 'Stuart Saunders', 'Cyril Shaps', 'Jack Sharp', 'George Spence', 'Roy Stevens', 'Graham Tonbridge', 'Barry Warren']",4.38,nan,"['Adventure', 'War', 'History']",228,['UK'],English,"['English', 'Arabic', 'Portuguese', 'Turkish']","The story of British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",['Horizon Pictures'],369742,151348,116793,10000,661,1080,697,3500,3608,16158,21088,60533,48569,86313,242207,https://letterboxd.com/film/lawrence-of-arabia/
Free Fire,nan,Ben Wheatley,"['Cillian Murphy', 'Brie Larson', 'Armie Hammer', 'Sharlto Copley', 'Jack Reynor', 'Sam Riley', 'Michael Smiley', 'Noah Taylor', 'Babou Ceesay', 'Enzo Cilenti', 'Patrick Bergin', 'Tom Davis', 'Mark Monero', 'Sara Dee']",3.16,3.0,"['Action', 'Crime', 'Mystery']",90,['UK'],English,['English'],"Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shoot-out and a game of survival.","['Rook Films', 'Protagonist Pictures', 'Film4 Productions']",109849,29433,21524,83,532,1528,1892,6652,9672,22924,19203,14450,2485,1853,81191,https://letterboxd.com/film/free-fire/
Sing Street,nan,John Carney,"['Ferdia Walsh-Peelo', 'Lucy Boynton', 'Jack Reynor', 'Ben Carolan', 'Mark McKenna', 'Kelly Thornton', 'Maria Doyle Kennedy', 'Aidan Gillen', 'Ian Kenny', 'Percy Chamburuka', 'Connor Hamilton', 'Karl Rice', 'Don Wycherley', 'Des Keogh', 'Kian Murphy', 'Dolores Mullally', 'Marcella Plunkett', 'Vera Nwabuwe', 'Tony Doyle', 'Keith McErlean', 'Art Campion', 'Lydia McGuinness', 'Kyle Bradley Donaldson', 'Paul Gibbons', 'Eva-Jane Gaffney', 'Paul Roe', 'Pádraig J. Dunne']",4.04,nan,"['Romance', 'Drama', 'Music', 'Comedy']",105,"['Ireland', 'UK', 'USA']",English,['English'],A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,"['Likely Story', 'FilmWave', 'Distressed Films', 'Cosmo Films', 'PalmStar Media', 'Fís Éireann/Screen Ireland', 'Merkel Media']",390910,90763,145995,10000,365,846,820,3981,5853,27808,44072,91930,42709,55425,273809,https://letterboxd.com/film/sing-street/
Up,nan,Pete Docter,"['Ed Asner', 'Christopher Plummer', 'Jordan Nagai', 'Bob Peterson', 'Delroy Lindo', 'Jerome Ranft', 'John Ratzenberger', 'David Kaye', 'Elie Docter', 'Jeremy Leary', 'Mickie McGowan', 'Danny Mann', 'Donald Fullilove', 'Jess Harnell', 'Josh Cooley', 'Pete Docter', 'Mark Andrews', 'Bob Bergen', 'Brenda Chapman', 'Emma Coats', 'John Cygan', 'Paul Eiding', 'Tony Fucile', 'Teresa Ganzel', 'Sherry Lynn', 'Laraine Newman', 'Teddy Newton', 'Jeff Pidgeon', 'Valerie LaPointe', 'Jan Rabson', 'Bob Scott']",4.1,3.5,"['Animation', 'Adventure', 'Family', 'Comedy']",96,['USA'],English,['English'],"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",['Pixar'],3922213,263407,1136383,9100,1839,6354,4236,32888,33499,230485,242195,695361,252629,591788,2091274,https://letterboxd.com/film/up/
Blade Runner,nan,Ridley Scott,"['Harrison Ford', 'Rutger Hauer', 'Sean Young', 'Edward James Olmos', 'M. Emmet Walsh', 'Daryl Hannah', 'William Sanderson', 'Brion James', 'Joe Turkel', 'Joanna Cassidy', 'James Hong', 'Morgan Paull', 'Kevin Thompson', 'John Edward Allen', 'Hy Pyke', 'Kimiko Hiroshige', 'Bob Okazaki', 'Carolyn DeMirjian', 'Ben Astar', 'Dawna Lee Heising', 'Alexis Rhee', 'Judith Burnett', 'Leo Gorcey Jr.', 'Sharon Hesky', 'Kelly Hine', 'Tom Hutchinson', 'Charles Knapp', 'Rose Mascari', 'Jiro Okazaki', 'Steve Pope', 'Robert Reiter']",4.1,4.5,"['Thriller', 'Drama', 'Science Fiction']",118,"['USA', 'Hong Kong', 'UK']",English,"['English', 'German', 'Cantonese', 'Japanese', 'Hungarian']","In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.","['Shaw Brothers', 'The Ladd Company', 'Warner Bros. Pictures']",1658845,301778,573522,51000,2254,6694,5152,25603,28603,111183,130707,308577,166923,309621,1095317,https://letterboxd.com/film/blade-runner/
Annie Hall,nan,Woody Allen,"['Woody Allen', 'Diane Keaton', 'Tony Roberts', 'Carol Kane', 'Paul Simon', 'Shelley Duvall', 'Janet Margolin', 'Colleen Dewhurst', 'Christopher Walken', 'Donald Symington', 'Helen Ludlam', 'Mordecai Lawner', 'Joan Neuman', 'Jonathan Munk', 'Ruth Volner', 'Martin Rosenblatt', 'Hy Anzell', 'Rashel Novikoff', 'Russell Horton', 'Marshall McLuhan', 'Christine Jones', 'Mary Boylan', 'Wendy Girard', 'John Doumanian', 'Bob Maroff', 'Rick Petrucelli', 'Lee Callahan', 'Chris Gampel', 'Dick Cavett', 'Mark Lenard', 'Dan Ruskin', 'John Glover', 'Bernie Styles', 'Johnny Haymer', 'Ved Bandhu', 'John Dennis Johnston', 'Laurie Bird', 'Jim McKrell', 'Jeff Goldblum', 'William Callaway', 'Roger Newman', 'Alan Landers', 'Jean Sarah Frost', ""Vince O'Brien"", 'Humphrey Davis', 'Veronica Radburn', 'Robin Mary Paris', 'Charles Levin', 'Wayne Carson', 'Michael Karm', 'Petronia Johnson', 'Shaun Casey', 'Riccardo Bertoni', 'Michael Aronin', 'Lou Picetti', 'Loretta Tupper', 'James Burge', 'Shelley Hack', 'Albert M. Ottenheimer', 'Paula Trueman', ""Beverly D'Angelo"", 'Tracey Walter', 'David Wier', 'Keith Dentice', 'Susan Mellinger', 'Hamit Perezic', 'James Balter', 'Eric Bear', 'Amy Levitan', 'Gary Allen', 'Frank Vohs', 'Sybil Bowan', 'Margaretta Warwick', 'Lucy Lee Flippin', 'Gary Mule Deer', 'Sigourney Weaver', 'Walter Bernstein', 'Truman Capote', 'Gregory Doucette', 'Harrison Ressler', 'Billie Perkins', 'Kathryn Janssen', 'Juliet Graham']",4.04,nan,"['Drama', 'Romance', 'Comedy']",93,['USA'],English,"['English', 'German']",New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,"['United Artists', 'Rollins-Joffe Productions']",454236,121871,119958,6400,1530,2829,1869,7762,8373,30173,36812,81765,41915,60635,273663,https://letterboxd.com/film/annie-hall/
The Truman Show,nan,Peter Weir,"['Jim Carrey', 'Laura Linney', 'Noah Emmerich', 'Natascha McElhone', 'Holland Taylor', 'Ed Harris', 'Paul Giamatti', 'Brian Delate', 'Peter Krause', 'Blair Slater', 'Heidi Schanz', 'Una Damon', 'Krista Lynn Landolfi', 'O-Lan Jones', 'Ron Taylor', 'Don Taylor', 'Ted Raymond', 'Harry Shearer', 'Jeanette Miller', 'Philip Glass', 'Joe Minjares', 'Philip Baker Hall', 'John Pleshette', 'Terry Camilleri', 'Joel McKinnon Miller', 'Judy Clayton', 'Fritz Dominique', 'Angel Schmiedt', 'Nastassja Schmiedt', 'Muriel Moore', 'Mal Jones', 'Judson Vaughn', 'Earl Hilliard Jr.', 'David Andrew Nash', 'Jim Towers', 'Savannah Swafford', 'Antoni Corone', 'Mario Ernesto Sánchez', 'John Roselius', 'Kade Coates', 'Marcia DeBonis', 'Sam Kitchin', 'Sebastian Youngblood', 'Dave Corey', 'Mark Alan Gillott', 'Jay Saiter', 'Tony Todd', 'Marco Rubeo', 'Daryl Davis', 'Robert Davis', 'R.J. Murdock', 'Matthew McDonough', 'Larry McDowell', 'Joseph Lucus', 'Logan Kirksey', 'Adam Tomei', 'John Pramik', 'Al Foster', 'Zoaunne LeRoy', 'Millie Slavin', 'Dona Hardy', 'Tom Simmons', 'Susan Angelo', 'Carly Smiga', 'Yuji Okumoto', 'Kiyoko Yamaguchi', 'Saemi Nakamura', 'Sergio Kato', 'Jake Eberle', 'Marc Macaulay', 'Melissa Fitzgerald', 'Erik Rodenhiser']",4.22,3.0,"['Comedy', 'Drama']",103,['USA'],English,"['English', 'Spanish']","Every second of every day, from the moment he was born, for the last thirty years, Truman Burbank has been the unwitting star of the longest running, most popular documentary-soap opera in history. The picture-perfect town of Seahaven that he calls home is actually a gigantic soundstage. Truman's friends and family - everyone he meets, in fact - are actors. He lives every moment under the unblinking gaze of thousands of hidden TV cameras.","['Paramount Pictures', 'Scott Rudin Productions']",4382819,361732,1777004,71000,1659,5764,3019,27273,26493,231650,273302,960001,467086,930042,2926289,https://letterboxd.com/film/the-truman-show/
Wonder Woman,nan,Patty Jenkins,"['Gal Gadot', 'Chris Pine', 'Connie Nielsen', 'Robin Wright', 'Danny Huston', 'David Thewlis', 'Saïd Taghmaoui', 'Ewen Bremner', 'Eugene Brave Rock', 'Lucy Davis', 'Elena Anaya', 'Lilly Aspell', 'Lisa Loven Kongsli', 'Ann Wolfe', 'Ann Ogbomo', 'Emily Carey', 'James Cosmo', 'Wolf Kahler', 'Alexander Mercury', 'Martin Bishop', 'Flora Nicholson', 'Pat Abernethy', 'Freddy Elletson', 'Sammy Hayman', 'Michael Tantrum', 'Philippe Spall', 'Edward Wolstenholme', 'Ian Hughes', 'Marko Leht', 'Steffan Rhodri', 'Andrew Byron', 'Dominic Kinnaird', 'Rachel Pickup', 'Ulli Ackermann', 'Frank Allen Forbes', 'Peter Stark', 'Rainer Bock', 'Josh Bromley', 'Jennie Eggleton', 'Eva Dabrowski', 'Harvey James', 'George Johnston', 'Danielle Lewis', 'Florence Kasumba', 'Eleanor Matsuura', 'Josette Simon', 'Doutzen Kroes', 'Hayley Warnes', 'Caitlin Burles', 'Jemma Moore', 'Samantha Win', 'Brooke Ence', 'Madeleine Vall', 'Hari James', 'Jacqui-Lee Pryce', 'Betty Adewole', 'Caroline Winberg', 'Lizzie Bowden', 'Kattreya Scheurer-Smith', 'Rekha Luther', 'Thaina Oliveira', 'Ooooota Adepo', 'Zinnia Kumar', 'Toma McDonagh', 'Amber Doyle', 'Freddy Carter', 'Fred Fergus', 'Tim Pritchett', 'Gana Bayarsaikhan', 'Camilla Roholm', 'Stephanie Haymes-Roven', 'Nia Burke', 'Dee Lewis Clay', 'Tori Letzler', 'Mayling Ng', 'Zack Snyder', 'Lee Neville', 'Ana Cilas', 'Alexander Terentyev', 'Philip Harvey']",3.24,3.0,"['Action', 'Fantasy', 'Adventure']",141,['USA'],English,"['English', 'German']",An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,"['Atlas Entertainment', 'Cruel & Unusual Films', 'DC Films']",1721440,147437,320485,1600,10299,25306,18827,80909,79405,239158,175205,205382,41182,70337,946010,https://letterboxd.com/film/wonder-woman-2017/
Plan 9 from Outer Space,nan,Edward D. Wood Jr.,"['Gregory Walcott', 'Mona McKinnon', 'Duke Moore', 'Tom Keene', 'Carl Anthony', 'Paul Marco', 'Tor Johnson', 'Dudley Manlove', 'Joanna Lee', 'John Breckinridge', 'Lyle Talbot', 'Conrad Brooks', 'Maila Nurmi', 'Bela Lugosi', 'Criswell', 'Edward D. Wood Jr.', 'David De Mering', 'Norma McCarty', 'Lynn Lemon', 'Ben Frommer', 'Gloria Dea', 'Donald A. Davis', 'Johnny Duncan', 'Tom Mason', 'Karl Johnson', 'J. Edward Reynolds', 'Hugh Thomas Jr', 'Pauline Reynolds', 'Clay Stone', 'James Miller']",2.24,nan,"['Science Fiction', 'Horror']",79,['USA'],English,['English'],"In California, an old man grieves the loss of his wife and on the next day he also dies. However, the space soldier Eros and her mate Tanna use an electric device to resurrect them both and the strong Inspector Clay that was murdered by the couple. Their intention is not to conquest Earth but to stop mankind from developing the powerful bomb “Solobonite” that would threaten the universe. When the population of Hollywood and Washington DC sees flying saucers on the sky, a colonel, a police lieutenant, a commercial pilot, his wife and a policeman try to stop the aliens.",['Reynolds Pictures'],61992,20589,11196,121,3858,6724,3923,5983,3471,4949,1786,2199,423,2272,35588,https://letterboxd.com/film/plan-9-from-outer-space/
Whiplash,nan,Damien Chazelle,"['Miles Teller', 'J.K. Simmons', 'Paul Reiser', 'Melissa Benoist', 'Austin Stowell', 'Nate Lang', 'Chris Mulkey', 'Damon Gupton', 'Suanne Spoke', 'Max Kasch', 'Charlie Ian', 'Jayson Blair', 'Kofi Siriboe', 'Kavita Patil', 'C.J. Vana', 'Tarik Lowe', 'Tyler Kimball', 'Rogelio Douglas Jr.', 'Adrian Burks', 'Calvin C. Winbush', 'Joseph Bruno', 'Michael D. Cohen', 'Jocelyn Ayanna', 'Keenan Henson', 'Janet Hoskins', 'April Grace', ""Clifton 'Fou Fou' Eddie"", 'Marcus Henderson', 'Tony Baker', 'Henry G. Sanders', 'Sam Campisi', 'Jimmie Kirkpatrick', 'Keenan Allen', 'Ayinde Vaughan', 'Shai Golan', 'Yancey Wells', 'Candace Roberge', 'Krista Kilber', 'Joseph Oliveira']",4.42,nan,"['Drama', 'Music']",107,['USA'],English,['English'],"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.","['Bold Films', 'Blumhouse Productions', 'Right of Way Films']",3925603,481379,1848733,154000,3010,7390,3695,24414,21412,146378,182442,749415,552861,1272739,2963756,https://letterboxd.com/film/whiplash-2014/
Weird Science,nan,John Hughes,"['Anthony Michael Hall', 'Kelly LeBrock', 'Ilan Mitchell-Smith', 'Bill Paxton', 'Suzanne Snyder', 'Judie Aronson', 'Robert Downey Jr.', 'Robert Rusler', 'Vernon Wells', 'Britt Leach', 'Barbara Lang', 'Michael Berryman', 'Ivor Barry', 'Ann Coyle', 'Suzy J. Kellems', 'John Kapelos', 'Fred D. Scott', 'Vince Townsend Jr.', ""Chino 'Fats' Williams"", 'Jill Whitlow', 'Theodocia Goodrich', 'Wallace Langham', 'Johnny Timko', 'Mikul Robins', 'Darren Harris', 'Renee Props', 'Michael Cramer', 'Todd Hoffman', ""D'Mitch Davis"", 'Mary Steelsmith', 'Robin Frohman', 'Alison Carole Lowe', 'Kym Malin', 'Jennifer Balgobin', 'Jeff Jensen', 'Prince Hughes', 'Rick LeFevour', 'Rock A. Walker', 'Joe Gieb', 'Kevin Thompson', 'Doug MacHugh', 'Pamela Gordon', 'James Huffman', 'Steve James', 'Michael K. Washko']",3.08,nan,"['Comedy', 'Science Fiction', 'Fantasy']",93,['USA'],English,['English'],"Two unpopular teenagers, Gary and Wyatt, fail at all attempts to be accepted by their peers. Their desperation to be liked leads them to ""create"" a woman via their computer. Their living and breathing creation is a gorgeous woman, Lisa, whose purpose is to boost their confidence level by putting them into situations which require Gary and Wyatt to act like men.","['Universal Pictures', 'Silver Pictures']",141350,26516,26420,438,775,1942,2274,7528,9040,21771,13942,11574,2305,4897,76048,https://letterboxd.com/film/weird-science/
Raw,nan,Julia Ducournau,"['Garance Marillier', 'Ella Rumpf', 'Rabah Nait Oufella', 'Laurent Lucas', 'Joana Preiss', 'Bouli Lanners', 'Marion Vernoux', 'Thomas Mustin', 'Marouan Iddoub', 'Jean-Louis Sbille', 'Benjamin Boutboul', 'Virgil Leclaire', 'Anna Solomin', 'Sophie Breyer', 'Daniel Utegenova', 'Bérangère Mc Neese', 'Morgan Politi', ""Alice D'Hauwe"", 'Pierre Nisse', 'Maïté Katinka Lonne', 'Amandine Hinnekens', 'Sibylle du Plessy', 'Denis Mpunga', 'Alexis Julemont', 'Lich Jass', 'Helena Coppejans', 'Charlotte Sandersen', 'Christophe Menier', 'Julianne Binard']",3.69,nan,"['Drama', 'Horror']",99,"['Belgium', 'France', 'USA']",French,['French'],"In Justine’s family everyone is a vet and a vegetarian. At 16, she’s a gifted teen ready to take on her first year in vet school, where her older sister also studies. There, she gets no time to settle: hazing starts right away. Justine is forced to eat raw meat for the first time in her life. Unexpected consequences emerge as her true self begins to form.","['Wild Bunch', 'Rouge International', 'BeTV', 'Frakas Productions', 'RTBF', 'Petit Film', 'VOO', 'Ezekiel Film Production']",519561,150570,150137,6600,3356,5724,4534,16496,17796,59758,72328,113237,40771,41195,375195,https://letterboxd.com/film/raw-2016/
Army of Darkness,nan,Sam Raimi,"['Bruce Campbell', 'Embeth Davidtz', 'Marcus Gilbert', 'Ian Abercrombie', 'Richard Grove', 'Michael Earl Reid', 'Timothy Patrick Quill', 'Bridget Fonda', 'Patricia Tallman', 'Ted Raimi', 'Deke Anderson', 'Bruce Thomas', 'Sara Shearer', 'Shiva Gordon', 'Billy Bryan', 'Nadine Grycan', 'Bill Moseley', 'Micheal Kenney', 'Andy Bale', 'Robert Brent Lappin', 'Rad Milo', 'Brad Bradbury', 'Sol Abrams', 'Lorraine Axeman', 'Josh Becker', 'Sheri Burke', 'Don Campbell', 'Charlie Campbell', 'Harley Cokeliss', 'Ken Jepson', 'William Lustig', ""David O'Malley"", 'David Pollison', 'Ivan Raimi', 'Bernard Rose', 'Bill Vincent', 'Chris Webster', 'Ron Zwang', 'Angela Featherstone', 'Patricia Anne Isgate-Hayward', 'Bridget Hoffman', 'Lisa Michelle Axelrod', 'J Michael Briggs', 'Eric Clarke', 'Courtney Pakiz', 'Sam Raimi', 'Jerry Rector', 'Monique Yates Jr.']",3.71,3.5,"['Comedy', 'Horror', 'Fantasy']",81,['USA'],English,['English'],"Ash, a handsome, shotgun-toting, chainsaw-armed department store clerk, is time warped backwards into England's Dark Ages, where he romances a beauty and faces legions of the undead.","['Renaissance Pictures', 'Dino de Laurentiis Communications']",363502,108548,123314,3500,797,1877,1906,7415,10844,39826,52989,75454,25866,34201,251175,https://letterboxd.com/film/army-of-darkness/
Obvious Child,nan,Gillian Robespierre,"['Jenny Slate', 'Jake Lacy', 'Gaby Hoffmann', 'Paul Briganti', 'Stephen Singer', 'Richard Kind', 'Polly Draper', 'Gabe Liedman', 'Cindy Cheung', 'Ernest Mingione', 'Cyrus McQueen', 'David Cross', 'Maciek Jasik', 'Jennifer Kim', 'Suzanne Lenz', 'Emily Tremaine', 'Stacey Sargeant', 'Brenda Birkeland', 'Kelly Frances Ramsey', 'Judith Reid', 'Robert Conant', 'Karla Conford', 'Norm Gennarelli', 'Pat Keegan', 'Angeliki Koutsos', 'Jackline F. Lamiscarre', 'Eileen Landsman', 'Gail Lott', 'Peter Mastando', 'Giuseppe Moreni', 'Doris Santera', 'Frances Silverglate', 'Lucien Wasserman', 'Elise Widerker', 'Nicholas Cirillo', 'Diana Clarke', 'Samantha Lifson', 'Karen Maine', 'Bianca Mitchell', 'Linda Morris', 'Rachel Oteo', 'Sabrina Petrov', 'Anna Powers', 'Shannon Richardson', 'Gabrielle Roberts', 'Christina Tirado', 'Mika Alexander', 'Calaix Alexander', 'Ramses Alexandre', 'Carl Banks', 'Daniel Bennett', 'Blair Beusman', 'Mikaila Beusman', 'Michael Bonfiglio', 'Gregory Brecher', 'Lauren Brown', 'Leila Ressler-Bunk', 'Chelsea Canavan', 'Claire Christerson', 'Emmanuel Christian', 'Chris Clarke', 'Zachary Collinger', 'Valeria Cogliania', 'Daniel DeBiasio', 'David Delarosa', 'Mary DelMarco', 'Spencer Dennis', 'Derman Deniz', 'Tiffany Dixon', 'Allie Dougharty', 'Ryan Edmunson', 'Alexandra Ellis', 'Peter Fairman', 'Margaret Farmer', 'Michelle Fetky', 'Chloe Fitzpatrick', 'Joseph Gabler', 'Chad Gardella', 'Adrine Georges', 'Noel Gretchin', 'Lauren Ver Hage', 'April Hayes', 'Ashley Hernandez', 'Samantha Hernandez', 'Sarah Howard', 'Kate Hurwitz', 'Julia Keith', 'Nicholas Kemp', 'Saodat Khaimova', 'Sara Kiener', 'Joeseph Krings', 'Justin Lerner', 'Joseph Lindberg', 'Bryan Longchamp', 'Kitty Crystal', 'Katia Maguire', 'Bruce McLaverty', 'Octawie Moore', 'Amy Novondo', 'Suzanne Oddo', 'Melanie Ön', 'Joseph Passalucqua', 'Karmenife Gomez-Paulino', 'Emily Pena', 'Joao Perdoma', 'Kevin Perez', 'Maresa Poniteh', 'Courtney Pressler', 'Giselle Ramirez', 'Sarina Roma', 'Daniel Rubenstein', 'Sarah Salih', 'Jonathan Sessa', 'Joe Sheperd', 'Danielle Sinay', 'Conrad Smith', 'Lyra Smith', 'David Teitel', 'Noah Terrien', 'Frank Tufano', 'Alison Vingiano', 'Tiffany Von Higgins', 'Elizabeth Weitzer', 'Jamie Williams', 'Jonathan Wilson', 'Jordan Winsett', 'Bryan Woodward', 'Isabel Yellin', 'Julie Zimmer', 'Franklin Zitter']",3.52,nan,"['Comedy', 'Romance']",85,['USA'],English,['English'],"An immature, newly unemployed comic must navigate the murky waters of adulthood after her fling with a graduate student results in an unplanned pregnancy.","['Sundial Pictures', 'Votiv Films', 'Rooks Nest Entertainment']",86399,25356,19499,245,203,477,474,1947,3083,11350,13556,13750,3188,3137,51165,https://letterboxd.com/film/obvious-child/
